1000000000
1;8000000000;17
1;4000000000;16.531
1;2000000000;16.407
1;1000000000;16.453
1;500000000;16.031
1;250000000;15.625
1;100000000;15.297
1;50000000;14.984
1;20000000;14.172
1;10000000;11.016
1;8000000;8.984
1;6000000;6.422
1;4000000;4.844
1;2000000;4.516
1;1000000;4.172
2;8000000000;14.281
2;4000000000;14.172
2;2000000000;14.703
2;1000000000;14.609
2;500000000;13.938
2;250000000;14.656
2;100000000;14.875
2;50000000;13.141
2;20000000;11.109
2;10000000;4.719
2;8000000;3.703
2;6000000;2.89
2;4000000;2.781
2;2000000;2.563
2;1000000;2.64
4;8000000000;13.64
4;4000000000;13.515
4;2000000000;14
4;1000000000;13.75
4;500000000;13.282
4;250000000;12.969
4;100000000;12.688
4;50000000;12.594
4;20000000;7.75
4;10000000;2.657
4;8000000;2.141
4;6000000;1.86
4;4000000;1.812
4;2000000;1.813
4;1000000;1.687
5;8000000000;13.375
5;4000000000;13.25
5;2000000000;13.438
5;1000000000;13.359
5;500000000;13.172
5;250000000;13.11
5;100000000;12.656
5;50000000;12.266
5;20000000;6.64
5;10000000;2.406
5;8000000;1.734
5;6000000;1.563
5;4000000;1.547
5;2000000;1.453
5;1000000;1.375
6;8000000000;13.359
6;4000000000;13.235
6;2000000000;13.797
6;1000000000;13.188
6;500000000;13.031
6;250000000;12.766
6;100000000;12.469
6;50000000;11.547
6;20000000;5.843
6;10000000;2
6;8000000;1.64
6;6000000;1.515
6;4000000;1.453
6;2000000;1.422
6;1000000;1.203
8;8000000000;12.938
8;4000000000;12.828
8;2000000000;12.906
8;1000000000;12.859
8;500000000;12.672
8;250000000;12.484
8;100000000;11.891
8;50000000;10.469
8;20000000;4.578
8;10000000;1.531
8;8000000;1.39
8;6000000;1.312
8;4000000;1.296
8;2000000;1.234
8;1000000;1.172
