100000000;1;16000000000;5761455;1,454;
100000000;1;8000000000;5761455;1,484;
100000000;1;4000000000;5761455;1,25;
100000000;1;2000000000;5761455;1,234;
100000000;1;1000000000;5761455;1,25;
100000000;1;500000000;5761455;1,359;
100000000;1;250000000;5761455;1,234;
100000000;1;100000000;5761455;1,25;
100000000;1;50000000;5761455;1,187;
100000000;1;20000000;5761455;1,062;
100000000;1;10000000;5761455;0,859;
100000000;1;8000000;5761455;0,609;
100000000;1;6000000;5761455;0,437;
100000000;1;4000000;5761455;0,391;
100000000;1;2000000;5761455;0,375;
100000000;1;1000000;5761455;0,359;
100000000;2;16000000000;5761455;1,094;
100000000;2;8000000000;5761455;1,078;
100000000;2;4000000000;5761455;1,062;
100000000;2;2000000000;5761455;1,125;
100000000;2;1000000000;5761455;1,079;
100000000;2;500000000;5761455;1,078;
100000000;2;250000000;5761455;1,078;
100000000;2;100000000;5761455;1,109;
100000000;2;50000000;5761455;1,046;
100000000;2;20000000;5761455;0,75;
100000000;2;10000000;5761455;0,281;
100000000;2;8000000;5761455;0,25;
100000000;2;6000000;5761455;0,25;
100000000;2;4000000;5761455;0,234;
100000000;2;2000000;5761455;0,235;
100000000;2;1000000;5761455;0,235;
100000000;4;16000000000;5761455;1,063;
100000000;4;8000000000;5761455;1,047;
100000000;4;4000000000;5761455;1,062;
100000000;4;2000000000;5761455;1,046;
100000000;4;1000000000;5761455;1,062;
100000000;4;500000000;5761455;1,094;
100000000;4;250000000;5761455;1,093;
100000000;4;100000000;5761455;1,047;
100000000;4;50000000;5761455;0,969;
100000000;4;20000000;5761455;0,547;
100000000;4;10000000;5761455;0,203;
100000000;4;8000000;5761455;0,172;
100000000;4;6000000;5761455;0,172;
100000000;4;4000000;5761455;0,156;
100000000;4;2000000;5761455;0,172;
100000000;4;1000000;5761455;0,172;
100000000;5;16000000000;5761455;1,047;
100000000;5;8000000000;5761455;1,078;
100000000;5;4000000000;5761455;1,047;
100000000;5;2000000000;5761455;1,141;
100000000;5;1000000000;5761455;1,156;
100000000;5;500000000;5761455;1,141;
100000000;5;250000000;5761455;1,172;
100000000;5;100000000;5761455;1,172;
100000000;5;50000000;5761455;1,063;
100000000;5;20000000;5761455;0,781;
100000000;5;10000000;5761455;0,297;
100000000;5;8000000;5761455;0,219;
100000000;5;6000000;5761455;0,172;
100000000;5;4000000;5761455;0,188;
100000000;5;2000000;5761455;0,187;
100000000;5;1000000;5761455;0,172;
100000000;6;16000000000;5761455;1,078;
100000000;6;8000000000;5761455;1,109;
100000000;6;4000000000;5761455;1,157;
100000000;6;2000000000;5761455;1,172;
100000000;6;1000000000;5761455;1,141;
100000000;6;500000000;5761455;1,297;
100000000;6;250000000;5761455;1,14;
100000000;6;100000000;5761455;1,109;
100000000;6;50000000;5761455;1;
100000000;6;20000000;5761455;0,547;
100000000;6;10000000;5761455;0,172;
100000000;6;8000000;5761455;0,157;
100000000;6;6000000;5761455;0,14;
100000000;6;4000000;5761455;0,141;
100000000;6;2000000;5761455;0,125;
100000000;6;1000000;5761455;0,156;
100000000;8;16000000000;5761455;1,094;
100000000;8;8000000000;5761455;1,078;
100000000;8;4000000000;5761455;1,047;
100000000;8;2000000000;5761455;1,047;
100000000;8;1000000000;5761455;1,063;
100000000;8;500000000;5761455;1,047;
100000000;8;250000000;5761455;1,063;
100000000;8;100000000;5761455;1,047;
100000000;8;50000000;5761455;0,969;
100000000;8;20000000;5761455;0,375;
100000000;8;10000000;5761455;0,141;
100000000;8;8000000;5761455;0,125;
100000000;8;6000000;5761455;0,125;
100000000;8;4000000;5761455;0,125;
100000000;8;2000000;5761455;0,125;
100000000;8;1000000;5761455;0,141;
100000000;10;16000000000;5761455;1,016;
100000000;10;8000000000;5761455;1;
100000000;10;4000000000;5761455;1,015;
100000000;10;2000000000;5761455;1;
