100000000;10;1000000000;5761455;1,032;
100000000;10;500000000;5761455;1,047;
100000000;10;250000000;5761455;0,985;
100000000;10;100000000;5761455;1,016;
100000000;10;50000000;5761455;0,875;
100000000;10;20000000;5761455;0,312;
100000000;10;10000000;5761455;0,11;
100000000;10;8000000;5761455;0,125;
100000000;10;6000000;5761455;0,125;
100000000;10;4000000;5761455;0,11;
100000000;10;2000000;5761455;0,109;
100000000;10;1000000;5761455;0,11;
100000000;12;16000000000;5761455;0,969;
100000000;12;8000000000;5761455;0,985;
100000000;12;4000000000;5761455;1;
100000000;12;2000000000;5761455;0,985;
100000000;12;1000000000;5761455;1,016;
100000000;12;500000000;5761455;0,969;
100000000;12;250000000;5761455;0,969;
100000000;12;100000000;5761455;0,985;
100000000;12;50000000;5761455;0,641;
100000000;12;20000000;5761455;0,188;
100000000;12;10000000;5761455;0,109;
100000000;12;8000000;5761455;0,125;
100000000;12;6000000;5761455;0,125;
100000000;12;4000000;5761455;0,125;
100000000;12;2000000;5761455;0,109;
100000000;12;1000000;5761455;0,094;
100000000;14;16000000000;5761455;0,969;
100000000;14;8000000000;5761455;0,984;
100000000;14;4000000000;5761455;0,985;
100000000;14;2000000000;5761455;0,969;
100000000;14;1000000000;5761455;1;
100000000;14;500000000;5761455;1;
100000000;14;250000000;5761455;0,985;
100000000;14;100000000;5761455;0,984;
100000000;14;50000000;5761455;0,609;
100000000;14;20000000;5761455;0,156;
100000000;14;10000000;5761455;0,109;
100000000;14;8000000;5761455;0,125;
100000000;14;6000000;5761455;0,125;
100000000;14;4000000;5761455;0,109;
100000000;14;2000000;5761455;0,109;
100000000;14;1000000;5761455;0,109;
100000000;16;16000000000;5761455;0,969;
100000000;16;8000000000;5761455;0,953;
100000000;16;4000000000;5761455;0,969;
100000000;16;2000000000;5761455;0,937;
100000000;16;1000000000;5761455;0,953;
100000000;16;500000000;5761455;0,969;
100000000;16;250000000;5761455;0,968;
100000000;16;100000000;5761455;0,969;
100000000;16;50000000;5761455;0,563;
100000000;16;20000000;5761455;0,14;
100000000;16;10000000;5761455;0,109;
100000000;16;8000000;5761455;0,125;
100000000;16;6000000;5761455;0,125;
100000000;16;4000000;5761455;0,109;
100000000;16;2000000;5761455;0,11;
100000000;16;1000000;5761455;0,11;
